,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Description
489,Zabid,14.1951,43.3152,83.66,83,91,4.23,YE,2022-06-15 23:16:18,overcast clouds
490,Cap Malheureux,-19.9842,57.6142,73.47,65,25,10.0,MU,2022-06-15 23:16:19,scattered clouds
491,Minot,48.2325,-101.2963,59.22,77,100,20.71,US,2022-06-15 23:16:19,overcast clouds
492,Tammisaari,59.9736,23.4339,54.28,81,2,11.48,FI,2022-06-15 23:16:19,clear sky
493,Umm Lajj,25.0213,37.2685,81.93,65,0,8.88,SA,2022-06-15 23:16:20,clear sky
494,Stokmarknes,68.5646,14.9108,46.38,87,100,0.0,NO,2022-06-15 23:16:20,overcast clouds
495,Bendigo,-36.7667,144.2833,51.85,76,97,4.0,AU,2022-06-15 23:16:20,overcast clouds
496,Mildura,-34.2,142.15,52.07,100,75,6.91,AU,2022-06-15 23:16:21,broken clouds
497,Aykhal,66.0,111.5,58.39,66,60,14.0,RU,2022-06-15 23:16:21,broken clouds
498,Balatan,13.3211,123.2333,80.62,82,25,2.44,PH,2022-06-15 23:16:21,scattered clouds
499,Ulaangom,49.9811,92.0667,64.36,54,64,2.26,MN,2022-06-15 23:16:22,broken clouds
500,Atherton,53.5237,-2.4935,59.29,78,17,1.01,GB,2022-06-15 23:16:22,few clouds
501,Babayurt,43.6002,46.7789,69.39,73,100,10.45,RU,2022-06-15 23:16:22,overcast clouds
502,Westport,41.1415,-73.3579,75.43,78,0,9.22,US,2022-06-15 23:15:18,clear sky
503,Onega,63.9061,38.1404,52.77,93,82,6.46,RU,2022-06-15 23:16:23,broken clouds
504,Loandjili,-4.7561,11.8578,72.36,89,0,5.44,CG,2022-06-15 23:16:23,clear sky
505,Mabaruma,8.2,-59.7833,74.55,96,98,4.16,GY,2022-06-15 23:16:24,overcast clouds
506,Ilulissat,69.2167,-51.1,39.22,60,7,9.22,GL,2022-06-15 23:16:24,clear sky
507,Vila Velha,-20.3297,-40.2925,71.55,82,75,6.91,BR,2022-06-15 23:14:35,broken clouds
508,Homer,59.6425,-151.5483,61.77,61,40,14.97,US,2022-06-15 23:12:47,scattered clouds
509,Xai-Xai,-25.0519,33.6442,67.78,66,96,12.28,MZ,2022-06-15 23:17:24,overcast clouds
510,Marsh Harbour,26.5412,-77.0636,81.93,71,100,7.09,BS,2022-06-15 23:17:25,overcast clouds
511,Marienburg,54.0359,19.0266,57.11,87,100,5.7,PL,2022-06-15 23:17:25,overcast clouds
512,Beyneu,45.3167,55.2,76.6,24,93,9.69,KZ,2022-06-15 23:17:25,overcast clouds
513,Srednekolymsk,67.45,153.6833,66.16,29,48,10.51,RU,2022-06-15 23:17:26,scattered clouds
514,Birao,10.2849,22.7882,72.63,84,100,10.38,CF,2022-06-15 23:17:26,moderate rain
515,Villany,45.8689,18.4539,61.84,67,4,1.54,HU,2022-06-15 23:17:27,clear sky
516,Coruripe,-10.1256,-36.1756,74.71,81,97,15.1,BR,2022-06-15 23:17:27,overcast clouds
517,Pontes E Lacerda,-15.2261,-59.3353,74.19,62,1,2.17,BR,2022-06-15 23:13:40,clear sky
518,Asau,46.4333,26.4,56.28,88,19,3.22,RO,2022-06-15 23:17:12,few clouds
519,Sola,-13.8833,167.55,81.32,74,96,19.57,VU,2022-06-15 23:17:28,overcast clouds
520,Carauari,-4.8828,-66.8958,73.22,95,52,1.3,BR,2022-06-15 23:17:28,broken clouds
521,Sabya,17.1495,42.6254,91.02,74,93,5.84,SA,2022-06-15 23:17:28,overcast clouds
522,Chengde,40.9725,117.9361,65.44,81,24,1.9,CN,2022-06-15 23:17:28,few clouds
523,Lukino,56.4418,43.6293,55.38,81,97,6.26,RU,2022-06-15 23:17:29,overcast clouds
524,Yar-Sale,66.8333,70.8333,55.24,57,6,13.76,RU,2022-06-15 23:17:29,clear sky
525,Santa Cruz,-17.8,-63.1667,71.65,60,0,16.11,BO,2022-06-15 23:17:30,clear sky
526,Anadyr,64.75,177.4833,45.1,87,75,13.42,RU,2022-06-15 23:17:30,broken clouds
527,Maldonado,-34.6667,-54.9167,55.22,89,98,4.65,UY,2022-06-15 23:17:30,overcast clouds
528,Great Bend,38.3645,-98.7648,86.04,54,0,7.14,US,2022-06-15 23:17:31,clear sky
529,Basti,26.8,82.7167,89.35,54,54,5.91,IN,2022-06-15 23:17:31,broken clouds
530,Kemijarvi,66.7131,27.4306,44.06,97,100,12.26,FI,2022-06-15 23:17:31,light rain
531,Shakhtinsk,49.71,72.5872,54.54,70,39,7.63,KZ,2022-06-15 23:17:32,scattered clouds
532,Tessalit,20.1986,1.0114,88.41,31,100,2.71,ML,2022-06-15 23:17:32,overcast clouds
533,Wajima,37.4,136.9,70.48,88,75,5.75,JP,2022-06-15 23:17:32,moderate rain
534,Kirakira,-10.4544,161.9205,82.72,76,77,9.26,SB,2022-06-15 23:17:33,broken clouds
535,Bintulu,3.1667,113.0333,77.41,94,20,0.0,MY,2022-06-15 23:17:33,few clouds
536,Glendive,47.1053,-104.7125,59.49,84,100,27.63,US,2022-06-15 23:17:33,light rain
537,Kirando,-7.4167,30.6,73.02,57,2,6.24,TZ,2022-06-15 23:17:34,clear sky
538,Sembe,1.6481,14.5806,70.59,96,72,1.25,CG,2022-06-15 23:17:34,broken clouds
539,Alekseyevka,50.6309,38.6903,55.9,90,91,4.74,RU,2022-06-15 23:17:34,overcast clouds
540,Sovetsk,55.0839,21.8785,50.5,95,61,5.17,RU,2022-06-15 23:17:35,broken clouds
541,Dhidhdhoo,6.8833,73.1,82.96,75,100,11.65,MV,2022-06-15 23:17:21,overcast clouds
542,Hinton,53.4001,-117.5857,59.61,56,100,2.24,CA,2022-06-15 23:17:35,overcast clouds
543,Kirkcudbright,54.8383,-4.0491,55.83,83,83,7.14,GB,2022-06-15 23:17:21,broken clouds
544,Ayagoz,47.9714,80.4392,54.0,88,26,7.45,KZ,2022-06-15 23:17:36,scattered clouds
545,Wenzhou,27.9994,120.6668,75.54,89,100,1.21,CN,2022-06-15 23:16:20,overcast clouds
546,Hambantota,6.1241,81.1185,80.06,76,100,17.4,LK,2022-06-15 23:17:36,heavy intensity rain
547,Messina,38.1933,15.5497,74.44,64,4,5.75,IT,2022-06-15 23:17:36,clear sky
548,Presidencia Roque Saenz Pena,-26.7852,-60.4388,60.73,75,26,6.69,AR,2022-06-15 23:17:37,scattered clouds
549,Swellendam,-34.0226,20.4417,46.96,72,1,3.74,ZA,2022-06-15 23:17:37,clear sky
550,Tombouctou,20.0,-3.0,95.95,10,0,9.4,ML,2022-06-15 23:17:37,clear sky
551,Liverpool,53.4106,-2.9779,59.54,76,0,4.61,GB,2022-06-15 23:13:02,clear sky
552,Akyab,20.15,92.9,79.12,88,100,6.42,MM,2022-06-15 23:17:38,light rain
553,Soledad,10.9184,-74.7646,82.53,83,75,4.61,CO,2022-06-15 23:17:38,broken clouds
554,Nantucket,41.2835,-70.0995,69.94,68,0,12.66,US,2022-06-15 23:14:00,clear sky
555,Rio Grande,-32.035,-52.0986,51.94,78,47,7.63,BR,2022-06-15 23:17:38,scattered clouds
556,Waki,34.0667,134.15,71.02,88,100,2.53,JP,2022-06-15 23:17:39,light rain
557,Santiago,-33.4569,-70.6483,56.17,62,40,5.75,CL,2022-06-15 23:17:06,scattered clouds
558,Nisia Floresta,-6.0911,-35.2086,77.38,86,15,5.32,BR,2022-06-15 23:17:39,few clouds
559,Adrar,20.5022,-10.0711,93.72,15,17,7.16,MR,2022-06-15 23:18:40,few clouds
560,Campbell River,50.0163,-125.2446,59.45,72,100,6.91,CA,2022-06-15 23:15:13,overcast clouds
561,Formosa,-26.1775,-58.1781,64.38,82,0,5.75,AR,2022-06-15 23:18:40,clear sky
562,Slave Lake,55.2834,-114.769,66.18,59,100,10.36,CA,2022-06-15 23:18:40,overcast clouds
563,Benjamin Aceval,-24.9667,-57.5667,68.14,81,0,5.1,PY,2022-06-15 23:18:41,clear sky
564,Cascais,38.6979,-9.4215,66.51,76,88,21.0,PT,2022-06-15 23:18:41,overcast clouds
565,Sterling,39.0062,-77.4286,87.78,66,40,8.05,US,2022-06-15 23:14:55,scattered clouds
566,Anchorage,61.2181,-149.9003,67.55,50,0,8.05,US,2022-06-15 23:16:15,clear sky
567,San Cristobal,7.7669,-72.225,77.18,89,56,4.27,VE,2022-06-15 23:18:42,broken clouds
568,Bolshoye Selo,57.7177,38.9334,53.65,84,87,9.73,RU,2022-06-15 23:18:42,overcast clouds
569,Whitehorse,60.7161,-135.0538,65.01,50,75,5.99,CA,2022-06-15 23:15:11,broken clouds
570,Mopti,14.6667,-4.0,96.67,27,21,17.65,ML,2022-06-15 23:18:42,few clouds
571,Kalmunai,7.4167,81.8167,77.88,78,100,4.36,LK,2022-06-15 23:18:43,overcast clouds
572,Umarkot,25.3616,69.7362,83.88,69,8,19.13,PK,2022-06-15 23:18:43,clear sky
573,Egvekinot,66.3167,-179.1667,32.49,91,100,3.58,RU,2022-06-15 23:18:43,overcast clouds
574,Yorosso,12.3536,-4.7761,83.35,55,100,14.03,ML,2022-06-15 23:18:44,overcast clouds
575,Itoman,26.1247,127.6694,77.02,94,75,20.71,JP,2022-06-15 23:18:44,heavy intensity rain
576,Kahului,20.8947,-156.47,82.42,65,40,21.85,US,2022-06-15 23:18:44,scattered clouds
577,Hvolsvollur,63.7533,-20.2243,45.45,80,23,9.13,IS,2022-06-15 23:18:45,few clouds
578,Bandarbeyla,9.4942,50.8122,78.31,81,99,26.64,SO,2022-06-15 23:18:45,overcast clouds
579,Tahta,26.7693,31.5021,84.2,30,2,9.31,EG,2022-06-15 23:18:45,clear sky
580,Alexandria,31.2156,29.9553,74.82,79,0,6.98,EG,2022-06-15 23:16:39,clear sky
581,Belaya Gora,68.5333,146.4167,68.43,34,33,11.7,RU,2022-06-15 23:18:46,scattered clouds
582,Nuevo Progreso,23.1667,-97.95,85.53,59,85,13.11,MX,2022-06-15 23:18:46,overcast clouds
583,Solwezi,-12.1688,26.3894,53.62,52,0,2.62,ZM,2022-06-15 23:18:46,clear sky
584,Comodoro Rivadavia,-45.8667,-67.5,39.06,70,0,0.0,AR,2022-06-15 23:18:47,clear sky
585,Lakes Entrance,-37.8811,147.981,53.46,74,79,9.08,AU,2022-06-15 23:18:47,broken clouds
586,Raudeberg,61.9875,5.1352,51.87,92,100,10.92,NO,2022-06-15 23:18:47,overcast clouds
587,Antananarivo,-18.9137,47.5361,57.16,100,20,3.44,MG,2022-06-15 23:18:48,few clouds
588,Zeya,53.75,127.2667,66.16,68,26,3.31,RU,2022-06-15 23:18:48,scattered clouds
589,Harnosand,62.6323,17.9379,55.42,77,25,8.63,SE,2022-06-15 23:18:48,scattered clouds
590,Maryborough,-25.5333,152.7,65.88,68,96,2.75,AU,2022-06-15 23:18:49,overcast clouds
591,Jacqueville,5.2052,-4.4146,78.73,84,100,17.09,CI,2022-06-15 23:18:49,light rain
592,Carutapera,-1.195,-46.02,76.66,78,95,8.81,BR,2022-06-15 23:18:49,overcast clouds
593,Oxelosund,58.6706,17.1015,55.78,82,0,3.44,SE,2022-06-15 23:18:50,clear sky
594,Nador,35.174,-2.9287,82.65,51,0,8.05,MA,2022-06-15 23:18:50,clear sky
595,Xuddur,4.1213,43.8894,72.68,65,63,19.53,SO,2022-06-15 23:18:50,broken clouds
596,Sayyan,15.1718,44.3244,66.15,23,100,9.48,YE,2022-06-15 23:18:51,overcast clouds
597,Klaksvik,62.2266,-6.589,50.92,98,100,9.19,FO,2022-06-15 23:18:51,overcast clouds
598,Ribeira Brava,32.65,-17.0667,68.72,77,32,11.27,PT,2022-06-15 23:18:51,scattered clouds
599,Pahrump,36.2083,-115.9839,99.52,5,0,5.99,US,2022-06-15 23:18:52,clear sky
600,Minab,27.1467,57.0801,89.92,40,9,2.3,IR,2022-06-15 23:18:52,clear sky
601,Dongsheng,39.8161,109.9776,71.98,24,78,6.13,CN,2022-06-15 23:18:52,broken clouds
602,Liuhe,42.2401,125.7172,62.02,87,75,4.88,CN,2022-06-15 23:18:53,broken clouds
603,Okhotsk,59.3833,143.3,47.53,81,100,5.48,RU,2022-06-15 23:18:53,overcast clouds
604,Hermon,44.8101,-68.9134,75.31,48,5,5.73,US,2022-06-15 23:18:53,clear sky
605,Taoudenni,22.6783,-3.9836,96.17,8,0,1.86,ML,2022-06-15 23:18:54,clear sky
606,Atar,20.5169,-13.0499,92.79,31,97,5.17,MR,2022-06-15 23:18:54,light rain
607,Aksarka,66.5606,67.7975,52.3,44,4,7.25,RU,2022-06-15 23:19:55,clear sky
608,Sao Gabriel Da Cachoeira,-0.1303,-67.0892,72.54,97,62,1.32,BR,2022-06-15 23:19:55,broken clouds
609,Humberto De Campos,-2.5983,-43.4611,73.94,81,80,4.16,BR,2022-06-15 23:19:55,broken clouds
610,Hof,50.3167,11.9167,62.51,69,7,3.0,DE,2022-06-15 23:19:56,clear sky
611,Bilibino,68.0546,166.4372,54.03,30,3,4.79,RU,2022-06-15 23:19:56,clear sky
612,Port Blair,11.6667,92.75,80.98,81,58,6.82,IN,2022-06-15 23:19:56,broken clouds
613,Bjelovar,45.8986,16.8489,59.45,83,2,3.44,HR,2022-06-15 23:19:57,clear sky
614,Malanje,-9.5402,16.341,60.66,40,29,2.37,AO,2022-06-15 23:19:57,scattered clouds
615,Port Shepstone,-30.7414,30.455,58.46,44,16,23.24,ZA,2022-06-15 23:19:57,few clouds
616,Sidi Ali,36.0998,0.4206,90.37,23,100,9.51,DZ,2022-06-15 23:19:58,overcast clouds
617,Ilovlya,49.3033,43.9796,65.84,75,86,2.98,RU,2022-06-15 23:19:58,overcast clouds
618,Dauriya,49.9333,116.8667,64.53,62,1,7.61,RU,2022-06-15 23:19:58,clear sky
619,Kapit,2.0167,112.9333,72.79,100,65,0.94,MY,2022-06-15 23:19:59,broken clouds
620,Batagay-Alyta,67.8006,130.4114,45.21,89,100,8.68,RU,2022-06-15 23:19:59,moderate rain
621,Nampula,-15.1165,39.2666,66.15,94,0,5.75,MZ,2022-06-15 23:19:59,clear sky
622,Pangai,-19.8,-174.35,82.51,74,20,13.8,TO,2022-06-15 23:20:00,few clouds
623,Bissau,11.8636,-15.5977,78.91,94,0,2.3,GW,2022-06-15 23:20:00,clear sky
624,Ostuni,40.7276,17.5764,71.58,65,27,5.88,IT,2022-06-15 23:20:01,scattered clouds
625,Naze,28.3667,129.4833,72.52,91,100,9.53,JP,2022-06-15 23:20:01,moderate rain
626,Linjiang,41.8069,126.9078,62.04,92,96,1.86,CN,2022-06-15 23:20:01,overcast clouds
627,Kaeo,-35.1,173.7833,60.33,85,36,5.26,NZ,2022-06-15 23:20:02,scattered clouds
628,Biak,-0.9131,122.8766,76.64,82,100,2.37,ID,2022-06-15 23:20:02,overcast clouds
629,Pirajui,-21.9986,-49.4572,64.26,58,23,6.02,BR,2022-06-15 23:20:03,few clouds
630,Uaua,-9.8414,-39.4817,69.42,77,85,15.08,BR,2022-06-15 23:20:03,overcast clouds
631,Moerai,-22.4333,-151.3333,75.2,68,100,11.65,PF,2022-06-15 23:20:03,overcast clouds
632,Graaff-Reinet,-32.2522,24.5308,39.43,70,6,3.18,ZA,2022-06-15 23:20:04,clear sky
633,Farafangana,-22.8167,47.8333,68.61,93,18,10.67,MG,2022-06-15 23:20:04,light rain
634,Sistranda,63.7256,8.834,51.76,95,100,9.69,NO,2022-06-15 23:20:05,light rain
635,Mantua,45.1667,10.7833,78.04,75,64,5.55,IT,2022-06-15 23:20:05,broken clouds
636,Neryungri,56.6709,124.6491,59.32,55,11,5.21,RU,2022-06-15 23:20:05,few clouds
637,Santa Rosa,14.3122,121.1114,83.08,80,99,2.84,PH,2022-06-15 23:20:06,overcast clouds
638,Linxia,35.6003,103.2064,58.75,51,89,3.74,CN,2022-06-15 23:20:06,overcast clouds
639,Balkanabat,39.5108,54.3671,83.93,35,36,9.19,TM,2022-06-15 23:20:06,scattered clouds
640,Awjilah,29.1081,21.2869,76.57,55,6,14.81,LY,2022-06-15 23:20:07,clear sky
641,Basco,20.4487,121.9702,84.9,75,99,7.29,PH,2022-06-15 23:20:07,overcast clouds
642,Pemba,-12.974,40.5178,74.1,83,40,4.61,MZ,2022-06-15 23:20:07,scattered clouds
643,Peleduy,59.6289,112.7406,67.84,53,15,2.77,RU,2022-06-15 23:20:08,few clouds
644,Hovd,48.0056,91.6419,65.84,48,40,2.21,MN,2022-06-15 23:20:08,scattered clouds
645,San Vicente De Canete,-13.0751,-76.3835,61.81,80,10,7.47,PE,2022-06-15 23:20:09,clear sky
646,Porto Novo,6.4965,2.6036,76.82,93,100,7.27,BJ,2022-06-15 23:20:09,overcast clouds
647,Huanan,46.2167,130.5167,64.4,67,98,4.52,CN,2022-06-15 23:20:09,overcast clouds
648,Lopsmarka,67.3134,14.4493,48.51,97,10,0.0,NO,2022-06-15 23:20:10,clear sky
649,Madang,-5.2246,145.7966,80.85,82,99,3.09,PG,2022-06-15 23:20:10,overcast clouds
650,Gori,41.9842,44.1158,58.89,88,69,11.34,GE,2022-06-15 23:20:10,broken clouds
651,Mwingi,-0.9344,38.0601,64.04,85,54,7.0,KE,2022-06-15 23:20:11,broken clouds
652,Sault Sainte Marie,46.5168,-84.3333,77.29,64,0,12.66,CA,2022-06-15 23:18:24,clear sky
653,Prievidza,48.7745,18.6275,58.71,81,65,4.0,SK,2022-06-15 23:21:11,broken clouds
654,Port Hedland,-20.3167,118.5667,60.85,67,49,6.91,AU,2022-06-15 23:21:11,scattered clouds
655,Roald,62.5833,6.1333,57.16,93,100,4.61,NO,2022-06-15 23:21:12,overcast clouds
656,Pakokku,21.3333,95.1,81.99,73,100,13.06,MM,2022-06-15 23:21:12,overcast clouds
657,Evensk,61.95,159.2333,47.84,71,42,9.73,RU,2022-06-15 23:21:12,scattered clouds
658,Ajdabiya,30.7554,20.2263,75.65,58,0,12.08,LY,2022-06-15 23:21:13,clear sky
659,Keuruu,62.2667,24.7,53.78,93,1,11.45,FI,2022-06-15 23:21:13,clear sky
660,Ayorou,14.7308,0.9174,93.42,37,78,14.63,NE,2022-06-15 23:21:13,broken clouds
661,San Antonio,29.4241,-98.4936,99.05,41,20,17.27,US,2022-06-15 23:20:02,few clouds
662,San Francisco,37.7749,-122.4194,90.25,68,20,25.32,US,2022-06-15 23:20:37,few clouds
663,Rathdrum,47.8137,-116.892,71.6,46,0,4.61,US,2022-06-15 23:21:14,clear sky
664,Christchurch,-43.5333,172.6333,55.47,84,22,4.61,NZ,2022-06-15 23:20:00,few clouds
665,Lucapa,-8.4192,20.7447,67.08,32,1,3.67,AO,2022-06-15 23:21:14,clear sky
666,Quanzhou,24.9139,118.5858,73.74,94,100,2.46,CN,2022-06-15 23:21:15,light rain
667,Saint-Georges,12.0564,-61.7485,80.28,89,40,18.41,GD,2022-06-15 23:20:01,scattered clouds
668,Uruzgan,32.8333,66.0,71.92,19,0,7.05,AF,2022-06-15 23:21:15,clear sky
669,Moissala,8.3404,17.7663,78.08,63,99,4.56,TD,2022-06-15 23:21:16,overcast clouds
670,Launceston,-41.45,147.1667,47.8,97,40,8.05,AU,2022-06-15 23:21:16,scattered clouds
671,Los Barrios,36.1848,-5.4921,71.44,78,20,5.75,ES,2022-06-15 23:21:16,few clouds
672,Zhigansk,66.7697,123.3711,50.99,64,4,18.07,RU,2022-06-15 23:21:17,clear sky
673,San Rafael,-34.6177,-68.3301,48.25,49,0,5.41,AR,2022-06-15 23:20:36,clear sky
674,Chino Valley,34.7575,-112.4538,97.41,7,0,8.05,US,2022-06-15 23:21:17,clear sky
675,Vuktyl,63.8567,57.3094,51.46,79,48,3.27,RU,2022-06-15 23:21:17,scattered clouds
676,Manokwari,-0.8667,134.0833,79.79,73,44,2.84,ID,2022-06-15 23:21:18,scattered clouds
677,Maine-Soroa,13.2114,12.0241,85.28,41,25,5.39,NE,2022-06-15 23:21:18,scattered clouds
678,Gimli,50.6336,-96.9907,71.62,43,6,18.41,CA,2022-06-15 23:21:18,clear sky
679,Chiang Rai,19.9167,99.9167,73.58,99,75,1.14,TH,2022-06-15 23:21:19,broken clouds
680,Challapata,-18.9,-66.7667,42.24,21,0,4.61,BO,2022-06-15 23:21:19,clear sky
681,Thetford Mines,46.0913,-71.3013,73.35,67,42,3.2,CA,2022-06-15 23:21:19,scattered clouds
682,Mnogovershinnyy,53.9353,139.9242,42.31,97,100,2.98,RU,2022-06-15 23:21:20,moderate rain
683,Qasigiannguit,68.8193,-51.1922,39.45,71,7,3.91,GL,2022-06-15 23:21:20,clear sky
684,Palauig,15.435,119.9045,83.55,72,99,1.97,PH,2022-06-15 23:21:21,overcast clouds
685,Pringsewu,-5.3582,104.9744,71.78,92,100,1.9,ID,2022-06-15 23:21:21,overcast clouds
686,Bachaquero,9.9694,-71.1494,82.0,76,31,4.38,VE,2022-06-15 23:21:21,scattered clouds
687,Murgab,37.4966,61.9714,84.6,22,31,8.37,TM,2022-06-15 23:21:22,scattered clouds
688,Ituporanga,-27.4144,-49.6025,54.46,90,97,1.61,BR,2022-06-15 23:21:22,overcast clouds
689,Touros,-5.1989,-35.4608,75.24,79,14,9.91,BR,2022-06-15 23:21:22,few clouds
690,Termiz,37.2242,67.2783,73.49,38,0,2.3,UZ,2022-06-15 23:21:23,clear sky
691,North Branch,45.5113,-92.9802,77.29,75,80,8.99,US,2022-06-15 23:17:06,broken clouds
692,Seydi,39.4816,62.9137,84.52,21,0,9.64,TM,2022-06-15 23:21:23,clear sky
693,Lukovetskiy,64.2956,41.9211,56.77,99,74,6.06,RU,2022-06-15 23:21:23,light rain
694,Mocuba,-16.8392,36.9856,64.2,83,0,4.41,MZ,2022-06-15 23:21:24,clear sky
695,Sept-Iles,50.2001,-66.3821,78.8,48,40,13.8,CA,2022-06-15 23:21:18,scattered clouds
696,Hohhot,40.8106,111.6522,68.29,42,0,2.24,CN,2022-06-15 23:21:24,clear sky
697,Edgewater,28.9889,-80.9023,90.12,74,20,10.36,US,2022-06-15 23:21:25,few clouds
698,Monticello,45.3055,-93.7941,79.14,40,0,16.11,US,2022-06-15 23:19:19,clear sky
699,Puerto Lempira,15.2667,-83.7667,77.14,88,100,6.91,HN,2022-06-15 23:21:25,overcast clouds
700,Ayan,56.45,138.1667,43.39,91,95,1.52,RU,2022-06-15 23:22:25,light rain
701,Kutum,14.2,24.6667,81.57,26,49,3.8,SD,2022-06-15 23:22:26,scattered clouds
702,Lazarev,52.225,141.5131,45.55,95,88,10.04,RU,2022-06-15 23:22:26,overcast clouds
703,Sioux Lookout,50.1001,-91.917,64.47,63,100,8.05,CA,2022-06-15 23:18:31,light intensity shower rain
704,Jinji,23.2281,110.8261,74.86,97,100,1.39,CN,2022-06-15 23:22:26,overcast clouds
705,Sabha,27.0377,14.4283,81.05,19,0,15.73,LY,2022-06-15 23:22:27,clear sky
706,Nueve De Julio,-35.4444,-60.8831,53.06,58,52,4.88,AR,2022-06-15 23:22:27,broken clouds
707,Belgorod,50.61,36.58,56.03,71,0,6.71,RU,2022-06-15 23:22:27,clear sky
708,Gravdal,68.1214,13.5031,48.6,84,15,1.43,NO,2022-06-15 23:22:28,few clouds
709,Abu Kamal,34.4506,40.9171,82.53,31,0,7.31,SY,2022-06-15 23:22:28,clear sky
710,Sao Gabriel,-30.3364,-54.32,54.81,88,38,5.66,BR,2022-06-15 23:22:28,scattered clouds
711,Kautokeino,69.0125,23.0412,43.09,73,96,11.36,NO,2022-06-15 23:17:54,overcast clouds
712,Leningradskiy,69.3833,178.4167,40.37,75,86,10.89,RU,2022-06-15 23:22:29,overcast clouds
713,La Ronge,55.1001,-105.2842,62.85,55,75,4.61,CA,2022-06-15 23:22:29,broken clouds
714,Petropavlovsk-Kamchatskiy,53.0452,158.6483,48.79,76,40,11.18,RU,2022-06-15 23:22:29,scattered clouds
715,Yamasaki,35.0,134.55,72.34,91,100,0.89,JP,2022-06-15 23:22:30,light rain
716,Bernay,49.1667,0.6667,62.42,71,38,5.73,FR,2022-06-15 23:22:30,scattered clouds
717,Novoilinsk,51.6829,108.7143,67.59,47,52,1.05,RU,2022-06-15 23:22:30,broken clouds
718,Constitucion,-35.3333,-72.4167,51.42,88,24,7.76,CL,2022-06-15 23:22:31,few clouds
719,Aonla,28.2833,79.15,95.65,34,51,6.11,IN,2022-06-15 23:22:31,broken clouds
720,Kyra,49.5776,111.9753,63.41,69,100,1.41,RU,2022-06-15 23:22:31,overcast clouds
721,Avera,33.194,-82.5271,90.91,56,29,23.76,US,2022-06-15 23:22:32,scattered clouds
722,Kungurtug,50.5994,97.5228,56.41,86,33,0.76,RU,2022-06-15 23:22:32,scattered clouds
723,Bayonet Point,28.3267,-82.6834,91.4,76,81,12.06,US,2022-06-15 23:22:32,broken clouds
724,Dudinka,69.4058,86.1778,67.62,54,87,8.48,RU,2022-06-15 23:22:33,overcast clouds
725,Poum,-20.2333,164.0167,78.71,77,4,17.54,NC,2022-06-15 23:22:33,clear sky
726,Muroto,33.2833,134.15,73.49,83,100,10.78,JP,2022-06-15 23:22:33,light rain
727,Amahai,-3.3333,128.9167,78.57,86,85,1.95,ID,2022-06-15 23:22:34,overcast clouds
728,Nipawin,53.3668,-104.0009,64.44,52,75,5.75,CA,2022-06-15 23:22:34,broken clouds
729,Chumikan,54.7183,135.315,39.47,93,100,1.99,RU,2022-06-15 23:22:34,overcast clouds
730,Wlodawa,51.55,23.55,51.94,91,18,4.68,PL,2022-06-15 23:22:35,few clouds
731,La Palma,33.8464,-118.0467,97.5,67,0,12.66,US,2022-06-15 23:22:35,clear sky
732,Mao,39.8885,4.2658,73.96,78,0,4.61,ES,2022-06-15 23:22:35,clear sky
733,Natal,-5.795,-35.2094,77.22,88,20,4.61,BR,2022-06-15 23:20:29,few clouds
